timestamp,price,sma,vol,signal
1779121440000,76399.70000000,76447.22000000,72.69991472,Hold
1779121500000,76344.20000000,76409.10000000,66.48846517,Hold
1779121560000,76199.10000000,76342.62000000,76.32020440,Sell
1779121620000,76263.80000000,76312.60000000,71.76297095,Hold
1779121680000,76151.40000000,76271.64000000,91.04448583,Sell
1779121740000,76190.30000000,76229.76000000,67.66483873,Hold
1779121800000,76195.90000000,76200.10000000,36.17750682,Hold
1779121860000,76256.40000000,76211.56000000,42.55841162,Buy
1779121920000,76303.50000000,76219.50000000,53.78628078,Buy
1779121980000,76310.80000000,76251.38000000,51.14924828,Buy
1779122040000,76308.00000000,76274.92000000,44.23941229,Hold
1779122100000,76343.30000000,76304.40000000,27.82782780,Buy
1779122160000,76398.90000000,76332.90000000,35.88018952,Buy
1779122220000,76396.00000000,76351.40000000,39.60540367,Buy
1779122280000,76410.20000000,76371.28000000,39.18149563,Hold
1779122340000,76344.80000000,76378.64000000,28.64238817,Sell
1779122400000,76395.00000000,76388.98000000,22.74241852,Hold
1779122460000,76365.50000000,76382.30000000,23.73132950,Hold
1779122520000,76360.00000000,76375.10000000,23.94276509,Hold
1779122580000,76359.00000000,76364.86000000,16.54806333,Hold
1779122640000,76381.60000000,76372.22000000,13.97260176,Hold
1779122700000,76418.50000000,76376.92000000,22.30976468,Buy
1779122760000,76335.00000000,76370.82000000,28.03372255,Sell
1779122820000,76446.20000000,76388.06000000,40.02107445,Buy
1779122880000,76427.00000000,76401.66000000,39.38393581,Hold
1779122940000,76363.90000000,76398.12000000,41.75219276,Hold
1779123000000,76350.90000000,76384.60000000,43.85580919,Hold
1779123060000,76352.20000000,76388.04000000,40.36605505,Hold
1779123120000,76343.90000000,76367.58000000,30.39667087,Hold
1779123180000,76345.50000000,76351.28000000,7.04454399,Hold
1779123240000,76358.80000000,76350.26000000,5.29550753,Buy
1779123300000,76343.00000000,76348.68000000,6.00046665,Hold
1779123360000,76370.80000000,76352.40000000,10.84195554,Buy
1779123420000,76335.50000000,76350.72000000,12.54582002,Sell
1779123480000,76352.50000000,76352.12000000,12.27279919,Hold
1779123540000,76322.50000000,76344.86000000,16.26217698,Sell
1779123600000,76321.30000000,76340.52000000,18.86652061,Sell
1779123660000,76321.30000000,76330.62000000,12.18366119,Hold
