timestamp,price,sma,vol,signal
1779118200000,76010.60000000,76056.82000000,67.06714248,Hold
1779118260000,76082.50000000,76036.20000000,29.79684547,Buy
1779118320000,76109.90000000,76056.62000000,37.36176655,Buy
1779118380000,76139.30000000,76072.46000000,50.09760873,Buy
1779118440000,76142.80000000,76097.02000000,48.43252626,Hold
1779118500000,76179.30000000,76130.76000000,32.67473642,Buy
1779118560000,76264.60000000,76167.18000000,53.46069210,Buy
1779118620000,76236.20000000,76192.44000000,50.16503165,Hold
1779118680000,76232.90000000,76211.16000000,43.91722213,Hold
1779118740000,76156.10000000,76213.82000000,39.91678344,Sell
1779118800000,76264.50000000,76230.86000000,39.72850866,Hold
1779118860000,76244.00000000,76226.74000000,36.98965261,Hold
1779118920000,76271.40000000,76233.78000000,41.22714640,Hold
1779118980000,76254.10000000,76238.02000000,42.00149521,Hold
1779119040000,76239.00000000,76254.60000000,12.13441387,Sell
1779119100000,76254.90000000,76252.68000000,11.13434327,Hold
1779119160000,76286.80000000,76261.24000000,16.38494431,Buy
1779119220000,76265.00000000,76259.96000000,15.78006337,Hold
1779119280000,76258.40000000,76260.82000000,15.55280039,Hold
1779119340000,76240.00000000,76261.02000000,15.27486825,Sell
1779119400000,76234.90000000,76257.02000000,18.60864315,Sell
1779119460000,76230.80000000,76245.82000000,13.45249419,Sell
1779119520000,76252.10000000,76243.24000000,10.42239896,Hold
1779119580000,76305.90000000,76252.74000000,27.52574068,Buy
1779119640000,76315.80000000,76267.90000000,35.92620214,Buy
1779119700000,76354.60000000,76291.84000000,44.75652355,Buy
1779119760000,76348.10000000,76315.30000000,36.61469650,Hold
1779119820000,76393.70000000,76343.62000000,31.13001124,Buy
1779119880000,76346.40000000,76351.72000000,24.90890604,Hold
1779119940000,76346.40000000,76357.84000000,18.18269507,Hold
1779120000000,76246.60000000,76336.24000000,48.34064956,Sell
1779120060000,76252.10000000,76317.04000000,57.93059986,Sell
1779120120000,76335.00000000,76305.30000000,45.90520668,Hold
1779120180000,76290.10000000,76294.04000000,41.09581974,Hold
1779120240000,76221.10000000,76268.98000000,39.70639243,Sell
1779120300000,76270.90000000,76273.84000000,38.12535115,Hold
1779120360000,76277.10000000,76278.84000000,36.55328166,Hold
1779120420000,76235.60000000,76258.96000000,26.15489247,Hold
1779120480000,76217.20000000,76244.38000000,25.02681762,Sell
1779120540000,76248.80000000,76249.92000000,22.16225620,Hold
1779120600000,76324.00000000,76260.54000000,37.25477687,Buy
1779120660000,76435.70000000,76292.26000000,80.39352213,Buy
1779120720000,76463.80000000,76337.90000000,98.09807338,Buy
1779120780000,76435.10000000,76381.48000000,81.85282891,Hold
1779120840000,76424.30000000,76416.58000000,48.10186691,Hold
1779120900000,76455.20000000,76442.82000000,14.46864195,Hold
1779120960000,76444.30000000,76444.54000000,14.02435025,Hold
1779121020000,76447.80000000,76441.34000000,10.69478378,Hold
1779121080000,76430.00000000,76440.32000000,11.45729462,Hold
1779121140000,76524.20000000,76460.30000000,32.98351103,Buy
1779121200000,76534.80000000,76476.22000000,44.03763845,Buy
1779121260000,76531.50000000,76493.66000000,45.19467225,Hold
1779121320000,76413.90000000,76486.88000000,53.36940697,Sell
1779121380000,76356.20000000,76472.12000000,73.47667385,Sell
