timestamp,signal,price,quantity,cash_after,position_after,commission
1778904000000,Sell,1.93600000,0.00000000,10000.00000000,0.00000000,0.00000000
1778904900000,Sell,1.93020000,0.00000000,10000.00000000,0.00000000,0.00000000
1778905800000,Sell,1.93030000,0.00000000,10000.00000000,0.00000000,0.00000000
1778906700000,Sell,1.93210000,0.00000000,10000.00000000,0.00000000,0.00000000
1778907600000,Sell,1.93670000,0.00000000,10000.00000000,0.00000000,0.00000000
1778908500000,Sell,1.93570000,0.00000000,10000.00000000,0.00000000,0.00000000
1778909400000,Sell,1.92110000,0.00000000,10000.00000000,0.00000000,0.00000000
1778910300000,Sell,1.92740000,0.00000000,10000.00000000,0.00000000,0.00000000
1778911200000,Sell,1.91320000,0.00000000,10000.00000000,0.00000000,0.00000000
1778912100000,Sell,1.90960000,0.00000000,10000.00000000,0.00000000,0.00000000
1778913000000,Sell,1.90770000,0.00000000,10000.00000000,0.00000000,0.00000000
1778913900000,Sell,1.89180000,0.00000000,10000.00000000,0.00000000,0.00000000
1778914800000,Sell,1.87070000,0.00000000,10000.00000000,0.00000000,0.00000000
1778915700000,Sell,1.88220000,0.00000000,10000.00000000,0.00000000,0.00000000
1778917500000,Sell,1.89450000,0.00000000,10000.00000000,0.00000000,0.00000000
1778925600000,Sell,1.89210000,0.00000000,10000.00000000,0.00000000,0.00000000
1778932800000,Buy,1.92120000,520.50801582,9000.00000000,520.50801582,0.00000000
1778936400000,Buy,1.92010000,468.72558721,8100.00000000,989.23360303,0.00000000
1778937300000,Buy,1.94060000,417.39668144,7290.00000000,1406.63028447,0.00000000
1778938200000,Buy,1.92910000,377.89642839,6561.00000000,1784.52671286,0.00000000
1778939100000,Buy,1.92980000,339.98341797,5904.90000000,2124.51013083,0.00000000
1778945400000,Buy,1.93420000,305.28900838,5314.41000000,2429.79913920,0.00000000
1778946300000,Buy,1.93950000,274.00928074,4782.96900000,2703.80841995,0.00000000
1778947200000,Buy,1.95720000,244.37814224,4304.67210000,2948.18656219,0.00000000
1778948100000,Buy,1.95810000,219.83923702,3874.20489000,3168.02579921,0.00000000
1778949000000,Buy,1.94570000,199.11625071,3486.78440100,3367.14204991,0.00000000
1778949900000,Buy,1.94450000,179.31521733,3138.10596090,3546.45726724,0.00000000
1778951700000,Buy,1.94570000,161.28416307,2824.29536481,3707.74143032,0.00000000
1778958000000,Sell,1.92010000,3707.74143032,9943.52968516,0.00000000,0.00000000
1778958900000,Sell,1.91930000,0.00000000,9943.52968516,0.00000000,0.00000000
1778959800000,Sell,1.91740000,0.00000000,9943.52968516,0.00000000,0.00000000
1778960700000,Sell,1.90850000,0.00000000,9943.52968516,0.00000000,0.00000000
1778961600000,Sell,1.90750000,0.00000000,9943.52968516,0.00000000,0.00000000
1778962500000,Sell,1.90790000,0.00000000,9943.52968516,0.00000000,0.00000000
1778963400000,Sell,1.90060000,0.00000000,9943.52968516,0.00000000,0.00000000
1778964300000,Sell,1.89980000,0.00000000,9943.52968516,0.00000000,0.00000000
1778970600000,Sell,1.90510000,0.00000000,9943.52968516,0.00000000,0.00000000
